"descriptive.familySizing","Family Sizing","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptive.familySizing"
"descriptive.fit","Fit","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptive.fit"
"descriptive.gender","Gender","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptive.gender"
"descriptive.heelHeight","Heel Height","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptive.heelHeight"
"descriptive.heelType","Heel Type","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptive.heelType"
"descriptive.keywords","Keywords","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptive.keywords"
"descriptive.league","League","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptive.league"
"descriptive.madeIn","Made In","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptive.madeIn"
"descriptive.material","Material","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptive.material"
"descriptive.metaDescription","Meta Description","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptive.metaDescription"
"descriptive.metaName","Meta Name","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptive.metaName"
"descriptive.outsoleMaterial","Outsole Material","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptive.outsoleMaterial"
"descriptive.platformHeight","Platform Height","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptive.platformHeight"
"descriptive.primaryColor","Primary Color","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptive.primaryColor"
"descriptive.shoeHeightMap","Shoe Height Map","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptive.shoeHeightMap"
"descriptive.slug","Slug","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptive.slug"
"descriptive.sportsTeam","Sports Team","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptive.sportsTeam"
"descriptiveColor",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/descriptiveColor"
"dropshipName",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/dropshipName"
"end_of_life_date","End of Life Date","date","[]",,,"json","system","2025-12-09T00:56:21.925Z","2025-12-09T00:56:34.528Z","system","active","no","settings/attributes/keys/end_of_life_date"
"expeditedOverrideShipping",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/expeditedOverrideShipping"
"familySizing",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/familySizing"
"fastFashion",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/fastFashion"
"features","Features","multiSelect","[""Cushioned"",""Arch Support"",""Memory Foam"",""Non-Slip"",""Breathable"",""Lightweight"",""Orthopedic"",""Shock Absorbing"",""Moisture Wicking"",""Removable Insole""]",,,"json","system","2025-12-09T00:56:21.160Z","2025-12-09T00:56:33.766Z","system","active","no","settings/attributes/keys/features"
"firstReceived",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/firstReceived"
"fit",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/fit"
"gender","Gender","enum","[""Men"",""Women"",""Unisex"",""Kids"",""Boys"",""Girls""]",,,"json",,,"2025-12-09T00:56:30.973Z","system","active","no","settings/attributes/keys/gender"
"gtin","GTIN/UPC","string","[]",,,"json","system","2025-12-09T00:56:21.303Z","2025-12-09T00:56:33.931Z","system","active","no","settings/attributes/keys/gtin"
"heelHeight",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/heelHeight"
"heelType",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/heelType"
"heel_height","Heel Height","enum","[""Flat"",""Low (1-2\"")"",""Medium (2-3\"")"",""High (3-4\"")"",""Ultra High (4\""+)""]",,,"json","system","2025-12-09T00:56:19.756Z","2025-12-09T00:56:32.430Z","system","active","no","settings/attributes/keys/heel_height"
"heel_type","Heel Type","enum","[""Stiletto"",""Block"",""Wedge"",""Kitten"",""Platform"",""Cone"",""Chunky"",""Stacked"",""Flat"",""Cuban""]",,,"json","system","2025-12-09T00:56:19.942Z","2025-12-09T00:56:32.586Z","system","active","no","settings/attributes/keys/heel_type"
"height",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/height"
"hideImageDate",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/hideImageDate"
"hype",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/hype"
"keywords",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/keywords"
"klPostDate",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/klPostDate"
"lastReceived",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/lastReceived"
"launch.fastFashion","Fast Fashion","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/launch.fastFashion"
"launch.hype","Hype","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/launch.hype"
"launch.klPostDate","Kl Post Date","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/launch.klPostDate"
"launch.launchDate","Launch Date","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/launch.launchDate"
"launch.newCollection","New Collection","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/launch.newCollection"
"launchDate",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/launchDate"
"launch_date","Launch Date","date","[]",,,"json","system","2025-12-09T00:56:21.777Z","2025-12-09T00:56:34.378Z","system","active","no","settings/attributes/keys/launch_date"
"league",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/league"
"length",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/length"
"longDescription",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/longDescription"
"madeIn",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/madeIn"
"map",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/map"
"material","Material","enum","[""Leather"",""Suede"",""Canvas"",""Mesh"",""Synthetic"",""Rubber"",""Textile"",""Knit"",""Nylon"",""Cotton"",""Polyester"",""Wool"",""Denim"",""Velvet"",""Satin"",""Silk""]",,,"json",,,"2025-12-09T00:56:31.653Z","system","active","no","settings/attributes/keys/material"
"mediaStatus",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/mediaStatus"
"metaDescription",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/metaDescription"
"metaName",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/metaName"
"mpn","MPN","string","[]",,,"json",,,"2025-12-09T00:56:34.082Z","system","active","no","settings/attributes/keys/mpn"
"name",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/name"
"newCollection",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/newCollection"
"occasion","Occasion","multiSelect","[""Everyday"",""Work"",""Formal"",""Party"",""Athletic"",""Outdoor"",""Beach"",""Travel"",""Wedding"",""Date Night""]",,,"json","system","2025-12-09T00:56:19.405Z","2025-12-09T00:56:32.110Z","system","active","no","settings/attributes/keys/occasion"
"outsoleMaterial",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/outsoleMaterial"
"pattern","Pattern","enum","[""Solid"",""Striped"",""Plaid"",""Floral"",""Animal Print"",""Geometric"",""Abstract"",""Camo"",""Tie-Dye"",""Polka Dot"",""Paisley""]",,,"json","system","2025-12-09T00:56:19.037Z","2025-12-09T00:56:31.819Z","system","active","no","settings/attributes/keys/pattern"
"platformHeight",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/platformHeight"
"pricing.map","Map","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/pricing.map"
"pricing.promo","Promo","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/pricing.promo"
"pricing.scomRegularPrice","Scom Regular Price","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/pricing.scomRegularPrice"
"pricing.scomSalePrice","Scom Sale Price","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/pricing.scomSalePrice"
"primaryColor",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/primaryColor"
"primary_color","Primary Color","enum","[""Black"",""White"",""Red"",""Blue"",""Green"",""Yellow"",""Orange"",""Purple"",""Pink"",""Brown"",""Gray"",""Navy"",""Beige"",""Cream"",""Gold"",""Silver"",""Multi""]",,,"json","system","2025-12-09T00:56:18.043Z","2025-12-09T00:56:31.320Z","system","active","no","settings/attributes/keys/primary_color"
"productIsActive",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/productIsActive"
"productIsDropship",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/productIsDropship"
"promo",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/promo"
"rics",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/rics"
"rics_source.brand","Brand","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/rics_source.brand"
"rics_source.category","Category","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/rics_source.category"
"rics_source.color","Color","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/rics_source.color"
"rics_source.longDescription","Long Description","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/rics_source.longDescription"
"rics_source.shortDescription","Short Description","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/rics_source.shortDescription"
"ropiScore",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/ropiScore"
"scomRegularPrice",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/scomRegularPrice"
"scomSalePrice",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/scomSalePrice"
"season","Season","multiSelect","[""Spring"",""Summer"",""Fall"",""Winter"",""All Season""]",,,"json","system","2025-12-09T00:56:19.582Z","2025-12-09T00:56:32.271Z","system","active","no","settings/attributes/keys/season"
"secondary_color","Secondary Color","enum","[""Black"",""White"",""Red"",""Blue"",""Green"",""Yellow"",""Orange"",""Purple"",""Pink"",""Brown"",""Gray"",""Navy"",""Beige"",""Cream"",""Gold"",""Silver"",""Multi"",""None""]",,,"json","system","2025-12-09T00:56:18.422Z","2025-12-09T00:56:31.480Z","system","active","no","settings/attributes/keys/secondary_color"
"seoName",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/seoName"
"shoeHeightMap",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/shoeHeightMap"
"shortDescription",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/shortDescription"
"sku",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/sku"
"sku_core.brand","Brand","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/sku_core.brand"
"sku_core.category","Category","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/sku_core.category"
"sku_core.class","Class","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/sku_core.class"
"sku_core.coreProduct","Core Product","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/sku_core.coreProduct"
"sku_core.department","Department","string","[]",,"settings/lists/departments","unknown",,,,,"active","no","settings/attributes/keys/sku_core.department"
"sku_core.dropshipName","Dropship Name","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/sku_core.dropshipName"
"sku_core.mpn","Mpn","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/sku_core.mpn"
"sku_core.name","Name","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/sku_core.name"
"sku_core.productIsActive","Product Is Active","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/sku_core.productIsActive"
"sku_core.sku","Sku","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/sku_core.sku"
"sku_core.styleId","Style Id","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/sku_core.styleId"
"slug",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/slug"
"smartDetectSummary",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/smartDetectSummary"
"source.rics","Rics","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/source.rics"
"sportsTeam",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/sportsTeam"
"standardShippingOverride",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/standardShippingOverride"
"status",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/status"
"store1",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/store1"
"store4",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/store4"
"storeInv",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/storeInv"
"style","Style","enum","[""Casual"",""Athletic"",""Dress"",""Outdoor"",""Work"",""Fashion"",""Comfort"",""Performance"",""Classic"",""Modern"",""Vintage"",""Streetwear""]",,,"json","system","2025-12-09T00:56:19.217Z","2025-12-09T00:56:31.960Z","system","active","no","settings/attributes/keys/style"
"styleId",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/styleId"
"sustainable","Sustainable","boolean","[]",,,"json","system","2025-12-09T00:56:20.684Z","2025-12-09T00:56:33.317Z","system","active","no","settings/attributes/keys/sustainable"
"taxClass",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/taxClass"
"technical.custom2","Custom2","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.custom2"
"technical.custom3","Custom3","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.custom3"
"technical.expeditedOverrideShipping","Expedited Override Shipping","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.expeditedOverrideShipping"
"technical.firstReceived","First Received","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.firstReceived"
"technical.height","Height","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.height"
"technical.hideImageDate","Hide Image Date","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.hideImageDate"
"technical.lastReceived","Last Received","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.lastReceived"
"technical.length","Length","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.length"
"technical.mediaStatus","Media Status","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.mediaStatus"
"technical.standardShippingOverride","Standard Shipping Override","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.standardShippingOverride"
"technical.status","Status","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.status"
"technical.store1","Store1","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.store1"
"technical.store4","Store4","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.store4"
"technical.storeInv","Store Inv","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.storeInv"
"technical.taxClass","Tax Class","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.taxClass"
"technical.totalInv","Total Inv","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.totalInv"
"technical.variantCount","Variant Count","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.variantCount"
"technical.warehouseInv","Warehouse Inv","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.warehouseInv"
"technical.website","Website","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.website"
"technical.weight","Weight","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.weight"
"technical.whsInv","Whs Inv","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.whsInv"
"technical.width","Width","string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/technical.width"
"templateKey",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/templateKey"
"templateOverrideKey",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/templateOverrideKey"
"testa1","testa1","string","[]",,,"unknown","sPgXgUARnVRmGzZOIS9hGCneX0G2","2025-12-09T07:43:21.215Z","2025-12-09T07:43:21.215Z","sPgXgUARnVRmGzZOIS9hGCneX0G2","active","no","settings/attributes/keys/testa1"
"tester","tester","string","[]",,,"unknown","sPgXgUARnVRmGzZOIS9hGCneX0G2","2025-12-09T07:04:56.410Z","2025-12-09T07:04:56.410Z","sPgXgUARnVRmGzZOIS9hGCneX0G2","active","no","settings/attributes/keys/tester"
"tester1","tester2","string","[]",,,"unknown","sPgXgUARnVRmGzZOIS9hGCneX0G2","2025-12-09T07:16:40.791Z","2025-12-09T07:16:40.791Z","sPgXgUARnVRmGzZOIS9hGCneX0G2","active","no","settings/attributes/keys/tester1"
"toe_style","Toe Style","enum","[""Round"",""Pointed"",""Square"",""Almond"",""Peep Toe"",""Open Toe"",""Cap Toe"",""Moc Toe""]",,,"json","system","2025-12-09T00:56:20.084Z","2025-12-09T00:56:32.727Z","system","active","no","settings/attributes/keys/toe_style"
"totalInv",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/totalInv"
"validationFlags",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/validationFlags"
"variantCount",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/variantCount"
"warehouseInv",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/warehouseInv"
"waterproof","Waterproof","boolean","[]",,,"json","system","2025-12-09T00:56:20.533Z","2025-12-09T00:56:33.176Z","system","active","no","settings/attributes/keys/waterproof"
"website",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/website"
"weight","Weight (oz)","number","[]",,,"json",,,"2025-12-09T00:56:34.222Z","system","active","no","settings/attributes/keys/weight"
"whsInv",,"string","[]",,,"unknown",,,,,"active","no","settings/attributes/keys/whsInv"
"width","Width","enum","[""Narrow"",""Standard"",""Wide"",""Extra Wide""]",,,"json",,,"2025-12-09T00:56:33.029Z","system","active","no","settings/attributes/keys/width"
